encoded_feature,original_feature,importance
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&根据2025年《市场监督管理信用修复管理办法》以及《市场监督管理行政处罚信息公示规定》相关数据正在调整，暂不予共享开放。,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&根据数据申请需求决定是否公开,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&定向开放。需完成企业认证。需提供安全保障方案。需提供系统对接方案。,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&需要向区城管执法局或大数据中心申请,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&面向社会开放，使用方需根据实际需要提出申请,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&仅委办局间使用,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&针对黄浦区城市建设成果应用的业务场景开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&业务单位提出申请，并列明具体数据用途，经审核后开放。,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅委办局间使用,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&依申请,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&依申请公开,开放条件,0.0
"cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&依申请开放，仅供企业或社会团体提供数据依据
",开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&个人实名制注册后开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&向大数据中心申请后使用,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&如有和文旅相关申请可共享,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&必须向本局提交申请函,开放条件,0.0
